episodio,fecha_emision,guion,arte,animacion,direccion,tv_rating,rank,n de paginas,rating_imdb,votes_imdb,puntuacion_MAL,votos_MAL
434,"['January 17, 2010']",['Jin Tanaka'],['Ryūji Yoshiike'],['Takeo Ide'],['Katsumi Tokoro'],10.3,3,17.0,7.6,1080.0,9.0,251
435,"['January 24, 2010']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kenji Yokoyama'],['Takahiro Imamura'],10.6,4,18.0,8.1,1352.0,9.2,278
436,"['January 31, 2010']",['Jin Tanaka'],['Miyuki Sato'],['Shigefumi Shingaki'],['Hiroaki Miyamoto'],10.7,3,9.0,8.3,1480.0,9.2,256
437,"['February 7, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Yoshihiro Ueda'],10.7,4,7.0,8.1,1505.0,9.2,242
438,"['February 14, 2010']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Toshio Deguchi'],['Yoshihiro Ueda'],11.6,5,7.0,7.5,1076.0,8.8,277
439,"['February 21, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Naoki Tate'],['Tetsuya Endō'],11.9,3,9.0,7.2,1114.0,8.6,266
440,"['February 28, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Yutaka Nakashima'],11.9,3,11.0,7.8,1145.0,9.2,306
441,"['March 7, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Katsumi Tokoro'],13.0,3,14.0,7.9,1119.0,9.2,251
442,"['March 14, 2010']",['Jin Tanaka'],['Miyuki Sato'],['Yukiko Nakatani'],['Sumio Watanabe'],12.0,3,13.0,8.2,1168.0,9.4,253
443,"['March 21, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Tetsuya Endō'],12.1,3,15.0,8.2,1157.0,9.2,295
444,"['March 28, 2010']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Takahiro Imamura'],12.2,2,2.0,8.2,1225.0,9.0,288
445,"['April 4, 2010']",['Yoshiyuki Suga'],['Miyuki Sato'],['Takeo Ide'],['Yoshihiro Ueda'],11.9,3,7.0,7.7,1081.0,8.8,262
446,"['April 11, 2010']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yutaka Nakashima'],13.8,3,11.0,8.4,1452.0,9.2,292
447,"['April 18, 2010']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Makoto Sonoda'],12.9,2,14.0,9.0,3310.0,9.2,284
448,"['April 25, 2010']",['Yoshiyuki Suga'],['Miyuki Sato'],['Naoki Tate'],['Tetsuya Endō'],13.5,2,15.0,7.9,1291.0,8.6,242
449,"['May 2, 2010']",['Jin Tanaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Hiroyuki Satō'],11.0,2,15.0,8.2,1334.0,9.2,240
450,"['May 9, 2010']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Katsumi Tokoro'],12.5,2,18.0,8.9,2684.0,9.2,372
451,"['May 16, 2010']",['Yoshiyuki Suga'],['Miyuki Sato'],['Megumi Yamashita'],['Takahiro Imamura'],13.9,2,17.0,9.3,4023.0,9.4,439
452,"['May 23, 2010']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],13.0,3,15.0,7.9,1199.0,9.0,290
453,"['May 30, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Takeo Ide'],['Aya Komaki'],13.8,2,555.0,7.0,1010.0,8.6,237
454,"['June 6, 2010']",['Yoshiyuki Suga'],['Miyuki Sato'],['Atsuko Kawamura'],['Yutaka Nakashima'],11.8,3,543.0,6.2,1079.0,7.0,362
455,"['June 13, 2010']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Naoki Tate'],['Gō Koga'],11.1,3,545.0,7.0,992.0,7.8,216
456,"['June 20, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Shigefumi Shingaki'],['Katsumi Tokoro'],12.7,2,557.0,7.0,1011.0,6.8,315
457,"['June 27, 2010']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Makoto Sonoda'],10.5,3,0.0,6.7,970.0,7.4,209
458,"['July 11, 2010']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Hiroyuki Satō'],12.0,3,0.0,6.7,1078.0,8.0,191
459,"['July 18, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Hiroaki Miyamoto'],10.7,3,19.0,9.2,3942.0,9.6,390
460,"['August 1, 2010']",['Jin Tanaka'],['Miyuki Sato'],['Toshio Deguchi'],['Takahiro Imamura'],10.4,3,13.0,9.3,3873.0,9.4,334
461,"['August 8, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Yukiko Nakatani'],['Sumio Watanabe'],10.2,2,2.0,9.3,4258.0,9.4,308
462,"['August 15, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Yoshihiro Ueda'],10.4,2,14.0,9.2,3671.0,9.2,288
463,"['August 22, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Masahiro Shimanuki'],['Yutaka Nakashima'],10.8,3,2.0,9.3,3837.0,9.4,326
464,"['August 29, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Katsumi Tokoro'],9.4,3,541.0,9.2,3622.0,9.0,350
465,"['September 5, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Takeo Ide'],['Aya Komaki'],10.1,3,15.0,9.4,4022.0,9.6,365
466,"['September 12, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Kenji Yokoyama'],['Gō Koga'],10.9,3,15.0,9.5,5055.0,8.8,301
467,"['September 19, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Naoyuki Itō'],10.6,3,15.0,9.4,4137.0,9.6,314
468,"['September 26, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Makoto Sonoda'],9.0,4,15.0,9.3,3719.0,9.4,276
469,"['October 3, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Masayuki Takagi'],['Yoshihiro Ueda'],11.7,3,15.0,9.1,3704.0,9.2,286
470,"['October 10, 2010']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Megumi Yamashita'],['Takahiro Imamura'],12.4,3,15.0,9.2,3674.0,9.2,301
471,"['October 17, 2010']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yutaka Nakashima'],9.8,3,15.0,9.2,3508.0,9.4,266
472,"['October 24, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Yukiko Nakatani'],['Sumio Watanabe'],11.9,3,15.0,9.3,3822.0,9.2,305
473,"['October 31, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Kazuya Hisada'],['Hiroaki Miyamoto'],10.3,4,15.0,9.2,3579.0,9.2,256
474,"['November 7, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Eisaku Inoue'],['Aya Komaki'],10.5,1,15.0,9.6,7305.0,9.6,347
475,"['November 14, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Kenji Yokoyama'],['Katsumi Tokoro'],11.9,3,16.0,9.3,3948.0,9.4,296
476,"['November 21, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Yoshihiro Ueda'],9.8,5,16.0,9.3,3685.0,9.2,253
477,"['November 28, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Naoyuki Itō'],13.0,3,13.0,9.2,3507.0,9.0,246
478,"['December 5, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Atsuko Kawamura'],['Gō Koga'],10.7,4,13.0,9.4,4425.0,9.6,349
479,"['December 12, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Makoto Sonoda'],11.6,3,14.0,9.3,3667.0,9.4,264
480,"['December 19, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Takahiro Imamura'],13.8,3,15.0,9.6,7348.0,9.6,417
481,"['December 26, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Megumi Yamashita'],['Yutaka Nakashima'],10.8,3,15.0,9.7,8573.0,9.6,411
482,"['January 9, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],9.2,4,15.0,9.7,51454.0,9.0,380
483,"['January 16, 2011']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kazuya Hisada'],['Hiroaki Miyamoto'],11.2,3,15.0,9.7,59576.0,9.2,740
484,"['January 23, 2011']",['Jin Tanaka'],['Miyuki Sato'],['Eisaku Inoue'],['Aya Komaki'],11.4,3,1.0,9.7,52865.0,9.6,436
485,"['January 30, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Katsumi Tokoro'],10.4,3,13.0,9.8,58826.0,9.6,570
486,"['February 6, 2011']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Naoyuki Itō'],12.0,3,15.0,9.5,5684.0,9.4,316
487,"['February 13, 2011']",['Jin Tanaka'],['Miyuki Sato'],['Takeo Ide'],['Gō Koga'],11.1,3,16.0,9.3,4172.0,9.4,305
488,"['February 20, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],11.1,3,15.0,9.6,7674.0,9.4,336
489,"['March 6, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Yutaka Nakashima'],11.7,3,13.0,9.6,7669.0,9.6,360
490,"['March 20, 2011']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Toshio Deguchi'],['Takahiro Imamura'],12.2,3,5.0,8.5,2392.0,9.2,310
491,"['March 27, 2011']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Masayuki Takagi'],['Makoto Sonoda'],11.5,3,13.0,8.7,2539.0,9.0,273
492,"['April 3, 2011']",['Isao Murayama'],['Masanobu Nomura'],"['Takeo Ide', 'Yukiko Nakatani', 'Hisashi Kagaya']",['Naoyuki Itō'],10.8,3,0.0,5.3,1109.0,7.8,155
493,"['April 10, 2011']",['Jin Tanaka'],['Ryūji Yoshiike'],['Eisaku Inoue'],['Aya Komaki'],9.7,5,3.0,8.3,2001.0,9.2,265
494,"['April 17, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Katsumi Tokoro'],10.2,3,5.0,8.1,1698.0,9.0,241
495,"['April 24, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Yoshihiro Ueda'],10.3,3,8.0,7.9,1544.0,9.0,245
496,"['May 1, 2011']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Yutaka Nakashima'],9.5,3,12.0,8.1,1735.0,9.2,212
497,"['May 8, 2011']",['Jin Tanaka'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Gō Koga'],8.0,5,2.0,7.9,1502.0,9.0,216
498,"['May 15, 2011']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Takahiro Imamura'],9.4,5,2.0,7.4,1307.0,8.8,193
499,"['May 22, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Hiroaki Miyamoto'],9.3,5,0.0,7.4,1277.0,8.8,214
500,"['May 29, 2011']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Eisaku Inoue'],['Makoto Sonoda'],9.8,4,11.0,7.8,1384.0,8.6,594
501,"['June 5, 2011']",['Jin Tanaka'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Yoshihiro Ueda'],9.6,5,6.0,7.9,1397.0,9.0,278
502,"['June 12, 2011']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Katsumi Tokoro'],9.0,5,9.0,7.9,1426.0,9.0,233
503,"['June 19, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Aya Komaki'],10.2,4,13.0,9.0,2916.0,9.2,273
504,"['June 26, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Yukiko Nakatani'],['Yutaka Nakashima'],8.9,5,17.0,8.4,1680.0,9.4,282
505,"['July 3, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Takeo Ide'],['Yoshihiro Ueda'],8.3,5,17.0,9.2,3348.0,9.6,460
506,"['July 10, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Megumi Yamashita'],['Gō Koga'],8.9,6,0.0,7.9,1413.0,9.2,269
507,"['July 17, 2011']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Takahiro Imamura'],9.4,5,14.0,7.9,1369.0,9.2,241
508,"['July 31, 2011']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Katsumi Tokoro'],9.5,2,7.0,7.3,1109.0,9.2,253
509,"['August 7, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Yoshihiro Ueda'],9.0,6,5.0,7.6,1107.0,8.8,210
510,"['August 14, 2011']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],9.4,3,2.0,7.5,1096.0,9.0,232
511,"['August 21, 2011']",['Jin Tanaka'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Makoto Sonoda'],8.4,4,12.0,8.3,1337.0,9.4,288
512,"['August 28, 2011']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Eisaku Inoue'],['Yutaka Nakashima'],11.0,3,7.0,7.9,1248.0,9.4,295
513,"['September 4, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Hiroyuki Satō'],9.8,6,12.0,7.4,1081.0,9.0,225
514,"['September 11, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Aya Komaki'],10.0,3,3.0,7.2,1065.0,9.0,224
515,"['September 18, 2011']",['Tomohiro Nakayama'],['Miho Shiraishi'],"['Takeo Ide', 'Emiko Naga']",['Yoshihiro Ueda'],8.7,4,10.0,7.8,1119.0,9.4,289
516,"['September 25, 2011']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Yukiko Nakatani'],['Katsumi Tokoro'],9.0,4,11.0,9.2,3289.0,9.6,725
517,"['October 2, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Hiroaki Miyamoto'],11.1,2,2.0,9.2,3482.0,9.6,559
518,"['October 9, 2011']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Naoyuki Itō'],10.2,3,6.0,8.2,1550.0,9.4,268
519,"['October 16, 2011']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Yutaka Nakashima'],10.1,4,12.0,7.9,1363.0,8.8,270
520,"['October 23, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Gō Koga'],12.6,2,11.0,7.8,1249.0,9.0,327
521,"['October 30, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Takashi Ōtsuka'],10.8,4,17.0,9.2,3416.0,9.6,468
522,"['November 6, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Toshio Deguchi'],['Hiroyuki Satō'],10.9,3,15.0,8.6,1939.0,9.6,484
523,"['November 13, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Yoshihiro Ueda'],10.5,5,17.0,7.9,1439.0,9.2,323
524,"['November 20, 2011']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Eisaku Inoue'],['Aya Komaki'],10.3,3,16.0,7.6,999.0,9.2,289
525,"['November 27, 2011']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Katsumi Tokoro'],12.9,2,14.0,7.5,966.0,8.8,315
526,"['December 4, 2011']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Atsuko Kawamura'],['Takahiro Imamura'],11.2,6,18.0,7.5,951.0,9.0,305
527,"['December 11, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Yutaka Nakashima'],10.0,3,18.0,7.6,967.0,9.2,330
528,"['December 18, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Yukiko Nakatani'],['Naoyuki Itō'],9.5,4,16.0,7.3,979.0,8.8,311
529,"['December 25, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Yoshihiro Ueda'],10.5,3,13.0,7.3,1144.0,8.8,254
530,"['January 8, 2012']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Ayako Hiraike'],8.2,5,15.0,7.3,955.0,8.8,334
531,"['January 15, 2012']",['Jin Tanaka'],"['Ryūji Yoshiike', 'Emiko Naga']",['Masayuki Takagi'],['Gō Koga'],9.9,4,16.0,7.1,949.0,8.8,302
532,"['January 22, 2012']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Toshio Deguchi'],['Aya Komaki'],11.1,3,15.0,7.2,960.0,9.0,283
533,"['January 29, 2012']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Hiroyuki Satō'],10.6,4,7.0,7.3,937.0,9.0,263
534,"['February 5, 2012']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kenji Yokoyama'],['Takahiro Imamura'],10.2,5,16.0,7.5,931.0,8.8,265
535,"['February 12, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Eisaku Inoue'],['Katsumi Tokoro'],10.1,5,15.0,7.2,931.0,9.0,263
536,"['February 19, 2012']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Yoshihiro Ueda'],9.8,6,15.0,7.7,964.0,9.0,246
537,"['February 26, 2012']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Yutaka Nakashima'],10.4,5,16.0,7.7,953.0,9.4,265
538,"['March 4, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Naoyuki Itō'],10.7,4,15.0,7.6,928.0,9.2,251
539,"['March 18, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Takeo Ide'],['Aya Komaki'],8.4,5,14.0,7.6,940.0,9.0,238
540,"['March 25, 2012']",['Jin Tanaka'],['Miho Shiraishi'],['五十内裕輔'],['Hiroyuki Satō'],8.8,7,15.0,7.7,959.0,9.0,271
541,"['April 1, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Yoshihiro Ueda'],9.6,3,16.0,8.3,1349.0,9.2,316
542,"['April 8, 2012']",['Isao Murayama'],['Masanobu Nomura'],"['Hisashi Kagaya', 'Kazuya Hisada', 'Naoki Tate', 'Kenji Yokoyama']","['Yutaka Nakashima', 'Tetsuya Endō']",10.0,3,0.0,5.4,826.0,7.0,183
543,"['April 15, 2012']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],8.1,4,16.0,8.4,1455.0,9.0,275
544,"['April 22, 2012']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Takahiro Imamura'],9.0,4,15.0,7.6,957.0,8.8,224
545,"['April 29, 2012']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Atsuko Kawamura'],['Naoyuki Itō'],7.9,5,17.0,7.3,970.0,8.4,243
546,"['May 6, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Aya Komaki'],8.2,6,18.0,8.0,1038.0,9.2,292
547,"['May 13, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Takeo Ide'],['Tetsuya Endō'],8.3,6,17.0,7.7,933.0,9.0,245
548,"['May 20, 2012']",['Jin Tanaka'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Yoshihiro Ueda'],8.4,6,16.0,7.5,921.0,9.0,260
549,"['May 27, 2012']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Yutaka Nakashima'],8.8,6,12.0,7.5,922.0,8.8,215
550,"['June 3, 2012']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Gō Koga'],8.8,6,19.0,6.9,958.0,8.2,341
551,"['June 10, 2012']",['Jin Tanaka'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Tetsuya Endō'],8.7,3,17.0,7.0,924.0,8.4,259
552,"['June 17, 2012']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Aya Komaki'],9.1,6,17.0,7.2,923.0,8.4,244
553,"['June 24, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kazuya Hisada'],['Hiroaki Miyamoto'],9.4,4,17.0,8.3,1293.0,9.2,348
554,"['July 1, 2012']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],10.7,3,15.0,9.0,2892.0,9.2,368
555,"['July 8, 2012']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Atsuko Kawamura'],['Takahiro Imamura'],9.3,6,3.0,7.9,1032.0,9.0,299
556,"['July 15, 2012']",['Ryūji Yoshiike'],['Masayuki Takagi'],['Naoyuki Itō'],['Jin Tanaka'],8.9,6,7.0,7.6,936.0,9.2,279
557,"['July 29, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Yutaka Nakashima'],8.8,5,16.0,7.6,915.0,9.0,284
558,"['August 5, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Tetsuya Endō'],8.1,1,18.0,7.3,913.0,8.8,243
559,"['August 12, 2012']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Megumi Yamashita'],['Gō Koga'],8.1,5,17.0,7.1,912.0,8.6,226
560,"['August 19, 2012']",['Jin Tanaka'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],8.7,5,17.0,7.3,921.0,8.6,297
561,"['August 26, 2012']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Aya Komaki'],7.7,5,17.0,7.3,910.0,8.6,238
562,"['September 2, 2012']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Takahiro Imamura'],8.8,6,18.0,7.1,920.0,8.4,216
563,"['September 9, 2012']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Naoyuki Itō'],9.5,5,15.0,6.9,952.0,8.2,233
564,"['September 16, 2012']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Tetsuya Endō'],7.5,6,20.0,7.2,920.0,8.2,258
565,"['September 23, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Yutaka Nakashima'],9.3,3,8.0,7.7,1106.0,9.0,277
566,"['September 30, 2012']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Hiroaki Miyamoto'],8.8,4,20.0,7.7,1048.0,9.0,278
567,"['October 7, 2012']",['Jin Tanaka'],['Miho Shiraishi'],['Naoki Murakami'],['Takahiro Imamura'],8.0,3,20.0,7.7,1063.0,9.0,267
568,"['October 14, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Aya Komaki'],8.8,3,17.0,8.0,1238.0,9.2,316
569,"['October 21, 2012']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],9.1,6,17.0,7.5,1019.0,8.6,285
570,"['October 28, 2012']",['Jin Tanaka'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Tetsuya Endō'],9.5,6,15.0,8.0,1103.0,9.0,290
571,"['November 4, 2012']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Atsuko Kawamura'],['Tetsuya Endō'],6.7,6,16.0,8.0,1074.0,9.2,348
572,"['November 11, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Ayako Hiraike'],9.6,5,15.0,7.6,920.0,9.2,254
573,"['November 18, 2012']",['Jin Tanaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Yutaka Nakashima'],10.2,5,17.0,7.5,925.0,9.0,306
574,"['November 25, 2012']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Katsumi Tokoro'],9.2,6,18.0,7.5,916.0,9.0,362
575,"['December 2, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],"['Kazuya Hisada', 'Kazuyuki Igai', '渡辺奈月', 'Yūsuke Isōchi']",['Aya Komaki'],10.6,5,0.0,6.8,760.0,8.4,235
576,"['December 9, 2012']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],8.4,6,0.0,6.8,741.0,8.4,188
577,"['December 16, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Naoki Murakami'],['Takahiro Imamura'],9.4,3,0.0,6.7,733.0,8.2,185
578,"['December 23, 2012']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Tetsuya Endō'],8.9,3,0.0,6.6,760.0,7.8,230
579,"['January 6, 2013']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Ayako Hiraike'],7.2,4,17.0,7.6,973.0,8.8,352
580,"['January 13, 2013']",['Jin Tanaka'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Yutaka Nakashima'],7.9,6,16.0,7.5,937.0,8.8,353
581,"['January 20, 2013']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Masayuki Takagi'],['Hiroaki Miyamoto'],7.5,6,10.0,7.2,919.0,8.8,280
582,"['January 27, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Yoshihiro Ueda'],7.1,6,13.0,7.3,917.0,8.8,288
583,"['February 3, 2013']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Aya Komaki'],9.0,6,13.0,7.2,906.0,8.6,255
584,"['February 10, 2013']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Tetsuya Endō'],9.3,4,2.0,7.5,891.0,8.8,288
585,"['February 17, 2013']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Yukiko Nakatani'],['Takahiro Imamura'],9.0,6,16.0,7.8,977.0,9.2,305
586,"['March 3, 2013']",['Jin Tanaka'],['Ryūji Yoshiike'],['Naoki Murakami'],['Katsumi Tokoro'],9.1,6,17.0,7.9,968.0,8.8,297
587,"['March 17, 2013']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Megumi Yamashita'],['Naoyuki Itō'],8.0,5,18.0,8.3,1157.0,9.2,295
588,"['March 24, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],7.3,4,7.0,7.9,931.0,9.2,262
