episodio,fecha_emision,guion,arte,animacion,direccion,tv_rating,rank,n de paginas,votos,rating
466,"['September 12, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Kenji Yokoyama'],['Gō Koga'],10.9,3,15.0,5356.0,9.46
467,"['September 19, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Naoyuki Itō'],10.6,3,15.0,4451.0,9.41
468,"['September 26, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Makoto Sonoda'],9.0,4,15.0,3995.0,9.31
469,"['October 3, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Masayuki Takagi'],['Yoshihiro Ueda'],11.7,3,15.0,3990.0,9.11
470,"['October 10, 2010']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Megumi Yamashita'],['Takahiro Imamura'],12.4,3,15.0,3975.0,9.2
471,"['October 17, 2010']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yutaka Nakashima'],9.8,3,15.0,3774.0,9.21
472,"['October 24, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Yukiko Nakatani'],['Sumio Watanabe'],11.9,3,15.0,4127.0,9.29
473,"['October 31, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Kazuya Hisada'],['Hiroaki Miyamoto'],10.3,4,15.0,3835.0,9.2
474,"['November 7, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Eisaku Inoue'],['Aya Komaki'],10.5,1,15.0,7652.0,9.6
475,"['November 14, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Kenji Yokoyama'],['Katsumi Tokoro'],11.9,3,16.0,4244.0,9.31
476,"['November 21, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Yoshihiro Ueda'],9.8,5,16.0,3938.0,9.29
477,"['November 28, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Naoyuki Itō'],13.0,3,13.0,3753.0,9.19
478,"['December 5, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Atsuko Kawamura'],['Gō Koga'],10.7,4,13.0,4774.0,9.41
479,"['December 12, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Makoto Sonoda'],11.6,3,14.0,3931.0,9.31
480,"['December 19, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Takahiro Imamura'],13.8,3,15.0,7765.0,9.6
481,"['December 26, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Megumi Yamashita'],['Yutaka Nakashima'],10.8,3,15.0,8984.0,9.7
482,"['January 9, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],9.2,4,15.0,51834.0,9.69
483,"['January 16, 2011']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kazuya Hisada'],['Hiroaki Miyamoto'],11.2,3,15.0,60316.0,9.69
484,"['January 23, 2011']",['Jin Tanaka'],['Miyuki Sato'],['Eisaku Inoue'],['Aya Komaki'],11.4,3,1.0,53301.0,9.7
485,"['January 30, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Katsumi Tokoro'],10.4,3,13.0,59396.0,9.8
486,"['February 6, 2011']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Naoyuki Itō'],12.0,3,15.0,6000.0,9.49
487,"['February 13, 2011']",['Jin Tanaka'],['Miyuki Sato'],['Takeo Ide'],['Gō Koga'],11.1,3,16.0,4477.0,9.31
488,"['February 20, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],11.1,3,15.0,8010.0,9.59
489,"['March 6, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Yutaka Nakashima'],11.7,3,13.0,8029.0,9.6
490,"['March 20, 2011']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Toshio Deguchi'],['Takahiro Imamura'],12.2,3,5.0,2702.0,8.58
491,"['March 27, 2011']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Masayuki Takagi'],['Makoto Sonoda'],11.5,3,13.0,2812.0,8.73
492,"['April 3, 2011']",['Isao Murayama'],['Masanobu Nomura'],"['Takeo Ide', 'Yukiko Nakatani', 'Hisashi Kagaya']",['Naoyuki Itō'],10.8,3,0.0,1264.0,5.61
493,"['April 10, 2011']",['Jin Tanaka'],['Ryūji Yoshiike'],['Eisaku Inoue'],['Aya Komaki'],9.7,5,3.0,2266.0,8.41
494,"['April 17, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Katsumi Tokoro'],10.2,3,5.0,1939.0,8.21
495,"['April 24, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Yoshihiro Ueda'],10.3,3,8.0,1789.0,8.05
496,"['May 1, 2011']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Yutaka Nakashima'],9.5,3,12.0,1947.0,8.22
497,"['May 8, 2011']",['Jin Tanaka'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Gō Koga'],8.0,5,2.0,1718.0,8.04
498,"['May 15, 2011']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Takahiro Imamura'],9.4,5,2.0,1500.0,7.58
499,"['May 22, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Hiroaki Miyamoto'],9.3,5,0.0,1491.0,7.6
500,"['May 29, 2011']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Eisaku Inoue'],['Makoto Sonoda'],9.8,4,11.0,1978.0,8.04
501,"['June 5, 2011']",['Jin Tanaka'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Yoshihiro Ueda'],9.6,5,6.0,1675.0,8.08
502,"['June 12, 2011']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Katsumi Tokoro'],9.0,5,9.0,1659.0,8.05
503,"['June 19, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Aya Komaki'],10.2,4,13.0,3189.0,9.02
504,"['June 26, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Yukiko Nakatani'],['Yutaka Nakashima'],8.9,5,17.0,1962.0,8.54
505,"['July 3, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Takeo Ide'],['Yoshihiro Ueda'],8.3,5,17.0,3808.0,9.25
506,"['July 10, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Megumi Yamashita'],['Gō Koga'],8.9,6,0.0,1682.0,8.11
507,"['July 17, 2011']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Takahiro Imamura'],9.4,5,14.0,1610.0,8.09
508,"['July 31, 2011']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Katsumi Tokoro'],9.5,2,7.0,1362.0,7.65
509,"['August 7, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Yoshihiro Ueda'],9.0,6,5.0,1317.0,7.79
510,"['August 14, 2011']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],9.4,3,2.0,1328.0,7.76
511,"['August 21, 2011']",['Jin Tanaka'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Makoto Sonoda'],8.4,4,12.0,1625.0,8.49
512,"['August 28, 2011']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Eisaku Inoue'],['Yutaka Nakashima'],11.0,3,7.0,1543.0,8.19
513,"['September 4, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Hiroyuki Satō'],9.8,6,12.0,1306.0,7.68
514,"['September 11, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Aya Komaki'],10.0,3,3.0,1289.0,7.51
515,"['September 18, 2011']",['Tomohiro Nakayama'],['Miho Shiraishi'],"['Takeo Ide', 'Emiko Naga']",['Yoshihiro Ueda'],8.7,4,10.0,1408.0,8.13
516,"['September 25, 2011']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Yukiko Nakatani'],['Katsumi Tokoro'],9.0,4,11.0,4014.0,9.27
517,"['October 2, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Hiroaki Miyamoto'],11.1,2,2.0,4041.0,9.26
518,"['October 9, 2011']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Naoyuki Itō'],10.2,3,6.0,1818.0,8.38
519,"['October 16, 2011']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Yutaka Nakashima'],10.1,4,12.0,1633.0,8.05
520,"['October 23, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Gō Koga'],12.6,2,11.0,1576.0,8.05
521,"['October 30, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Takashi Ōtsuka'],10.8,4,17.0,3884.0,9.25
522,"['November 6, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Toshio Deguchi'],['Hiroyuki Satō'],10.9,3,15.0,2423.0,8.8
523,"['November 13, 2011']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Yoshihiro Ueda'],10.5,5,17.0,1762.0,8.14
524,"['November 20, 2011']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Eisaku Inoue'],['Aya Komaki'],10.3,3,16.0,1288.0,7.96
525,"['November 27, 2011']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Katsumi Tokoro'],12.9,2,14.0,1281.0,7.82
526,"['December 4, 2011']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Atsuko Kawamura'],['Takahiro Imamura'],11.2,6,18.0,1256.0,7.86
527,"['December 11, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Yutaka Nakashima'],10.0,3,18.0,1297.0,8.01
528,"['December 18, 2011']",['Jin Tanaka'],['Miho Shiraishi'],['Yukiko Nakatani'],['Naoyuki Itō'],9.5,4,16.0,1290.0,7.66
529,"['December 25, 2011']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Yoshihiro Ueda'],10.5,3,13.0,1398.0,7.57
530,"['January 8, 2012']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Ayako Hiraike'],8.2,5,15.0,1289.0,7.69
531,"['January 15, 2012']",['Jin Tanaka'],"['Ryūji Yoshiike', 'Emiko Naga']",['Masayuki Takagi'],['Gō Koga'],9.9,4,16.0,1251.0,7.51
532,"['January 22, 2012']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Toshio Deguchi'],['Aya Komaki'],11.1,3,15.0,1243.0,7.61
533,"['January 29, 2012']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Hiroyuki Satō'],10.6,4,7.0,1200.0,7.67
534,"['February 5, 2012']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kenji Yokoyama'],['Takahiro Imamura'],10.2,5,16.0,1196.0,7.79
535,"['February 12, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Eisaku Inoue'],['Katsumi Tokoro'],10.1,5,15.0,1194.0,7.6
536,"['February 19, 2012']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Yoshihiro Ueda'],9.8,6,15.0,1210.0,7.96
537,"['February 26, 2012']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Yutaka Nakashima'],10.4,5,16.0,1218.0,8.07
538,"['March 4, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Naoyuki Itō'],10.7,4,15.0,1179.0,7.94
539,"['March 18, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Takeo Ide'],['Aya Komaki'],8.4,5,14.0,1178.0,7.88
540,"['March 25, 2012']",['Jin Tanaka'],['Miho Shiraishi'],['五十内裕輔'],['Hiroyuki Satō'],8.8,7,15.0,1230.0,7.99
541,"['April 1, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Yoshihiro Ueda'],9.6,3,16.0,1665.0,8.47
542,"['April 8, 2012']",['Isao Murayama'],['Masanobu Nomura'],"['Hisashi Kagaya', 'Kazuya Hisada', 'Naoki Tate', 'Kenji Yokoyama']","['Yutaka Nakashima', 'Tetsuya Endō']",10.0,3,0.0,1009.0,5.69
543,"['April 15, 2012']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],8.1,4,16.0,1730.0,8.5
544,"['April 22, 2012']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Takahiro Imamura'],9.0,4,15.0,1181.0,7.83
545,"['April 29, 2012']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Atsuko Kawamura'],['Naoyuki Itō'],7.9,5,17.0,1213.0,7.52
546,"['May 6, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Aya Komaki'],8.2,6,18.0,1330.0,8.26
547,"['May 13, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Takeo Ide'],['Tetsuya Endō'],8.3,6,17.0,1178.0,7.97
548,"['May 20, 2012']",['Jin Tanaka'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Yoshihiro Ueda'],8.4,6,16.0,1181.0,7.83
549,"['May 27, 2012']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Yutaka Nakashima'],8.8,6,12.0,1137.0,7.75
550,"['June 3, 2012']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Gō Koga'],8.8,6,19.0,1299.0,7.24
551,"['June 10, 2012']",['Jin Tanaka'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Tetsuya Endō'],8.7,3,17.0,1183.0,7.31
552,"['June 17, 2012']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Aya Komaki'],9.1,6,17.0,1167.0,7.45
553,"['June 24, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kazuya Hisada'],['Hiroaki Miyamoto'],9.4,4,17.0,1641.0,8.49
554,"['July 1, 2012']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],10.7,3,15.0,3260.0,9.02
555,"['July 8, 2012']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Atsuko Kawamura'],['Takahiro Imamura'],9.3,6,3.0,1331.0,8.15
556,"['July 15, 2012']",['Ryūji Yoshiike'],['Masayuki Takagi'],['Naoyuki Itō'],['Jin Tanaka'],8.9,6,7.0,1215.0,7.97
557,"['July 29, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Yutaka Nakashima'],8.8,5,16.0,1199.0,7.93
558,"['August 5, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Tetsuya Endō'],8.1,1,18.0,1156.0,7.62
559,"['August 12, 2012']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Megumi Yamashita'],['Gō Koga'],8.1,5,17.0,1138.0,7.4
560,"['August 19, 2012']",['Jin Tanaka'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],8.7,5,17.0,1218.0,7.62
561,"['August 26, 2012']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Aya Komaki'],7.7,5,17.0,1148.0,7.57
562,"['September 2, 2012']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Takahiro Imamura'],8.8,6,18.0,1136.0,7.35
563,"['September 9, 2012']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Naoyuki Itō'],9.5,5,15.0,1185.0,7.16
564,"['September 16, 2012']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Tetsuya Endō'],7.5,6,20.0,1178.0,7.42
565,"['September 23, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Yutaka Nakashima'],9.3,3,8.0,1383.0,7.96
566,"['September 30, 2012']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Hiroaki Miyamoto'],8.8,4,20.0,1326.0,7.97
567,"['October 7, 2012']",['Jin Tanaka'],['Miho Shiraishi'],['Naoki Murakami'],['Takahiro Imamura'],8.0,3,20.0,1330.0,7.96
568,"['October 14, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Aya Komaki'],8.8,3,17.0,1554.0,8.24
569,"['October 21, 2012']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],9.1,6,17.0,1304.0,7.74
570,"['October 28, 2012']",['Jin Tanaka'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Tetsuya Endō'],9.5,6,15.0,1393.0,8.21
571,"['November 4, 2012']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Atsuko Kawamura'],['Tetsuya Endō'],6.7,6,16.0,1422.0,8.29
572,"['November 11, 2012']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Ayako Hiraike'],9.6,5,15.0,1174.0,7.95
573,"['November 18, 2012']",['Jin Tanaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Yutaka Nakashima'],10.2,5,17.0,1231.0,7.87
574,"['November 25, 2012']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Katsumi Tokoro'],9.2,6,18.0,1278.0,7.92
575,"['December 2, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],"['Kazuya Hisada', 'Kazuyuki Igai', '渡辺奈月', 'Yūsuke Isōchi']",['Aya Komaki'],10.6,5,0.0,995.0,7.18
576,"['December 9, 2012']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],8.4,6,0.0,929.0,7.12
577,"['December 16, 2012']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Naoki Murakami'],['Takahiro Imamura'],9.4,3,0.0,918.0,7.0
578,"['December 23, 2012']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Tetsuya Endō'],8.9,3,0.0,990.0,6.88
579,"['January 6, 2013']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Ayako Hiraike'],7.2,4,17.0,1325.0,7.92
580,"['January 13, 2013']",['Jin Tanaka'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Yutaka Nakashima'],7.9,6,16.0,1290.0,7.86
581,"['January 20, 2013']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Masayuki Takagi'],['Hiroaki Miyamoto'],7.5,6,10.0,1199.0,7.57
582,"['January 27, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Yoshihiro Ueda'],7.1,6,13.0,1205.0,7.66
583,"['February 3, 2013']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Aya Komaki'],9.0,6,13.0,1161.0,7.51
584,"['February 10, 2013']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Tetsuya Endō'],9.3,4,2.0,1179.0,7.82
585,"['February 17, 2013']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Yukiko Nakatani'],['Takahiro Imamura'],9.0,6,16.0,1282.0,8.13
586,"['March 3, 2013']",['Jin Tanaka'],['Ryūji Yoshiike'],['Naoki Murakami'],['Katsumi Tokoro'],9.1,6,17.0,1265.0,8.11
587,"['March 17, 2013']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Megumi Yamashita'],['Naoyuki Itō'],8.0,5,18.0,1452.0,8.48
588,"['March 24, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],7.3,4,7.0,1193.0,8.19
589,"['March 31, 2013']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Tetsuya Endō'],6.8,4,16.0,1131.0,7.67
590,"['April 7, 2013']",['Isao Murayama'],['Shinichi Konno'],['Kenji Yokoyama'],['Yutaka Nakashima'],8.3,3,0.0,1168.0,6.18
591,"['April 14, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Aya Komaki'],8.0,4,15.0,1175.0,7.79
592,"['April 21, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Takahiro Imamura'],8.3,4,15.0,1121.0,7.51
593,"['April 28, 2013']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],7.2,6,17.0,1167.0,8.07
594,"['May 5, 2013']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Ayako Hiraike'],6.5,6,17.0,1250.0,8.22
595,"['May 12, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Tetsuya Endō'],7.6,6,15.0,1151.0,7.86
596,"['May 19, 2013']",['Shōji Yonemura'],['Miho Shiraishi'],['Naoki Murakami'],['Takahiro Imamura'],8.7,3,15.0,1140.0,7.74
597,"['May 26, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],"['Yukiko Nakatani', 'Shingo Fujisaki']",['Aya Komaki'],8.6,6,15.0,1183.0,8.27
598,"['June 2, 2013']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masayuki Takagi'],['Tetsuya Endō'],8.0,6,17.0,1139.0,7.89
599,"['June 9, 2013']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],7.9,5,17.0,1152.0,7.96
600,"['June 16, 2013']",['Shōji Yonemura'],['Miho Shiraishi'],['Kenji Yokoyama'],['Ayako Hiraike'],8.0,5,15.0,1478.0,7.77
601,"['June 23, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Takahiro Imamura'],7.5,5,17.0,1176.0,7.46
602,"['June 30, 2013']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kazuya Hisada'],['Takashi Ōtsuka'],7.8,3,16.0,1161.0,7.63
603,"['July 7, 2013']",['Jin Tanaka'],['Ryūji Yoshiike'],['Yūsuke Isōchi'],['Aya Komaki'],8.1,4,17.0,1199.0,8.18
604,"['July 14, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Tetsuya Endō'],7.2,6,17.0,1148.0,7.9
605,"['July 21, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Yoshihiro Ueda'],8.5,3,15.0,1204.0,7.66
606,"['July 28, 2013']",['Shōji Yonemura'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Takahiro Imamura'],7.7,5,17.0,1136.0,7.76
607,"['August 11, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],"['Megumi Yamashita', 'Kazuya Hisada']",['Takashi Ōtsuka'],7.3,5,17.0,1267.0,8.32
608,"['August 18, 2013']",['Shōji Yonemura'],['Miho Shiraishi'],['Toshio Deguchi'],['Masahiro Hosoda'],7.0,4,17.0,1150.0,7.95
609,"['August 25, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Takeo Ide'],['Aya Komaki'],6.2,7,17.0,1139.0,8.0
610,"['September 1, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Yukiko Nakatani'],['Yoshihiro Ueda'],7.7,6,17.0,1159.0,7.69
611,"['September 8, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Takahiro Imamura'],7.6,6,16.0,1104.0,7.61
612,"['September 15, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Ayako Hiraike'],8.6,4,17.0,1242.0,7.85
613,"['September 22, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Yoshihiro Ueda'],8.8,4,17.0,2954.0,8.93
614,"['September 29, 2013']",['Shōji Yonemura'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Aya Komaki'],7.7,4,17.0,1435.0,8.17
615,"['October 6, 2013']",['Hirohiko Kamisaka'],"['Ryūji Yoshiike', 'Miho Shiraishi']",['Yūsuke Isōchi'],['Tetsuya Endō'],6.7,4,17.0,1352.0,8.13
616,"['October 13, 2013']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Masayuki Takagi'],['Takashi Ōtsuka'],8.2,4,18.0,3485.0,9.26
617,"['October 20, 2013']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Masahiro Hosoda'],7.5,6,19.0,1408.0,8.36
618,"['October 27, 2013']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Yoshihiro Ueda'],7.9,6,13.0,1130.0,7.87
619,"['November 3, 2013']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Takeo Ide'],['Aya Komaki'],9.2,5,18.0,1176.0,8.19
620,"['November 10, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Yukiko Nakatani'],['Ayako Hiraike'],8.8,5,15.0,1271.0,8.19
621,"['November 17, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],8.1,7,17.0,1221.0,8.15
622,"['November 24, 2013']",['Shōji Yonemura'],['Miho Shiraishi'],['Kenji Yokoyama'],['Tetsuya Endō'],8.8,4,17.0,1195.0,8.14
623,"['December 1, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Takahiro Imamura'],8.2,3,17.0,1188.0,7.93
624,"['December 8, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Masahiro Hosoda'],9.2,6,12.0,1827.0,8.59
625,"['December 15, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Tetsuya Endō'],8.7,6,13.0,1594.0,8.22
626,"['December 22, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Takashi Ōtsuka'],9.4,4,1.0,994.0,7.04
627,"['January 5, 2014']",['Tomohiro Nakayama'],"['Ryūji Yoshiike', 'Miho Shiraishi']","['Megumi Yamashita', 'Sadahiko Sakamaki']",['Aya Komaki'],7.2,4,0.0,1007.0,6.79
628,"['January 12, 2014']",['Jin Tanaka'],['Miho Shiraishi'],['Toshio Deguchi'],['Ayako Hiraike'],7.5,4,5.0,1046.0,7.01
629,"['January 19, 2014']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Yoshihiro Ueda'],9.5,6,17.0,1747.0,8.38
630,"['January 26, 2014']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Takeo Ide'],['Hiroaki Miyamoto'],8.8,3,14.0,1539.0,8.0
